,0050d8be-1db6-4c17-8bef-3ae2eaaa63ce_01,0477055e-a57e-4bdb-89ab-2999881bdd6c_01,056386db-d338-4fc8-8bb1-249be72fd6cb_01,09f8acfc-4d80-4005-9f40-7485309997f5_01,0a312064-878f-4b69-8bb7-e7f14e6cd7fe_01,0be4fa90-0122-4b26-b35f-7b1a4a16e63b_01,1248516e-7552-4a33-a1ab-2884d551ef32_01,154c7698-c0fe-40da-b0fc-47b6385fcee1_01,15a2baae-d15e-4349-9358-74356a2d2ad0_01,173b805f-3088-43f6-a159-95fff3581fd5_01,17e2bf75-4ce6-4cd7-94a1-434c5aa36549_01,18c3debb-08ea-4ca1-ade4-d577bcee4fa2_01,23cc4cd3-87dc-4342-9072-be3695e393fa_01,262b4693-961b-4006-be4e-e6f38a1cce4a_01,29e038ba-b042-473e-a526-96d41b2830e1_01,2a654463-1d68-4c82-9549-4526aad41870_01,2b794eae-814c-4b5c-b276-be9096b94f94_01,2c2e169e-9f93-41a7-bfc4-ade18bb5d7ae_01,2f6f86f3-6d31-4a8c-b70d-2759b44bac6c_01,2fdb7682-1dce-40bf-8180-d3a5a084ecb1_01,335535a1-e3d4-41a1-bbdb-1d5afd5acfd3_01,38668ba7-213e-4f2c-85d1-c0e2a8ed0ea1_01,3afa9201-61ad-4958-925f-b93912d2841a_01,3cc2d49b-a3a6-4f55-a355-68cbe84f4056_01,3eab80e6-21bc-45dd-a7b5-411a5dad4e9a_01,3f19d238-1b55-4530-a9e2-8fda644d45a6_01,3f691bf4-9558-4454-889e-cfa7d0de96cc_01,4165391b-6122-4e87-ba91-ce935e0b3cf4_01,440421ad-5f1f-4345-86a2-fc25cb7cd453_01,49d8939c-7c23-4a6c-b71a-0c39c262c346_01,4a2f3f77-7eea-4bb1-92bd-2d595e23ab88_01,4c0cf497-abea-4ea5-a207-e26f85f3bd18_01,4d6f70aa-ef52-4f98-a929-5d511601abed_01,4db60b44-21b5-433c-9689-f6aa79b819b8_01,4fc4cba2-7212-4755-b53d-111878b2ff90_01,50072717-861c-4b60-b595-d8ea23bb1c67_01,50612721-2e12-4dc3-8e1e-87624cf9333b_01,51abe033-5fb4-49b5-89ef-c44d0bb1ab00_01,51feca45-114e-4817-99d6-1c9842cd679a_01,5324c178-1b4b-42f8-ac9e-17c5f349a289_01,55536b55-0e84-49a2-b5df-b88431965b3e_01,56c4f5e8-4e89-4ba0-984d-e17f11a401f5_01,57000a6a-b132-4c02-807f-5505ad3e1fdd_01,5b7b3e7c-3230-4675-8fdf-3e5119b02ce1_01,5f18924a-bcd6-4462-9c99-e634bddaf18e_01,5f539ac1-c4c8-46cc-98d7-8951a6ed680a_01,628ecfe9-9e29-4b51-a11e-96d4e9181d86_01,66c564ba-b42d-4be9-9e5f-bf93984569eb_01,66c564ba-b42d-4be9-9e5f-bf93984569eb_11,67ff20ba-1b56-45ae-9310-19dd74401e67_01,67ff3aa1-9d52-4dc8-8501-ecd0d37a8735_01,68d2ab61-50fc-41e8-b3ee-75c70f0f4369_01,6e98a600-252d-442f-9372-ddc7c5338ae7_01,71020ee6-3b76-4e31-b3ce-7e54ce706134_01,7459bec0-1b54-4fd7-90db-8375168e6b1a_01,748fc94f-d496-46b1-a5f4-42aa53de0f31_01,756dd9bf-bf40-4ad2-a78e-9430c2c8ea6e_01,7933b320-ae8c-4d3d-9468-8abb135e93d5_01,7a99a808-5ac7-49b3-87f6-106663eb323f_01,7aef4dcf-0a4b-4848-beab-377394456bee_01,7fc85735-1bf2-4414-973c-e18f030e5ac0_01,80606b1c-e8c8-4c3d-8475-3d846a84ca98_01,81186204-5cc8-48e3-994b-4d3cb1f59c65_01,81fdc97f-8bad-4286-9d36-9a887c6b59a1_01,82505b35-d771-4fb4-8ec4-54a2e5a8ad79_01,85d1afdf-6164-49e1-b599-71512c5acd99_01,8889f7a6-3f3d-417b-bf3e-9a2155c4786c_01,88c0af76-b1ba-478f-a42b-8a50c0568d5e_01,8cc1e08d-75b6-48da-90df-e6af23cb4c35_01,8cc1e08d-75b6-48da-90df-e6af23cb4c35_11,9084a558-11ea-448c-9f9d-0f90a94a29af_01,91f67f4e-b8b1-4455-83a6-4d96d04e8ca9_01,9291a2cb-98e6-43b9-8cbf-889e6da9bffa_01,9627ff18-f5ee-4b34-a823-35ebe3c00a3f_01,96e5c81e-8edb-4e6c-84fc-f127142f2835_01,9b116a89-ba1a-4b7f-bcc6-2dcd950269ec_01,9bbd057c-5a3b-4e04-8df7-c2f0c1823084_01,9cabde13-0cbb-4502-9dc1-4c9bd8a68313_01,a4f4c331-97a3-48c4-aa3e-27304c1eb611_01,a653b0bb-aacf-4b11-bb11-42e043e49bf6_01,a6885883-f1a2-48dd-8d72-0038319069a1_01,a8117654-b223-4301-9c4d-530fbc55ea72_01,abdbdba3-807e-4192-88a6-41dd6d9309ab_01,acaaed1a-2667-4c56-919b-daf5574371bb_01,acfba23a-06eb-4ff1-be60-0452a13a4978_01,add338c1-8b31-4378-9a44-19bf646c972b_01,aea15ea1-38c2-4d0e-824d-e3495271b05d_01,afc984dc-588c-4277-88aa-5d82dd8bd40c_01,b1774c5c-7a6f-4bf6-8539-15a35f1457e6_01,b1fa64a6-f86b-43b6-a488-54fe6fe85e9c_01,b2cab6ab-3b4a-408c-a331-9353dbc4fc0d_01,b39f3099-62b0-41c1-85a2-61989cee0b60_01,b7e1a4f5-9173-41c2-8079-c5ce59c8d190_01,b8348adb-17dd-4849-bd4f-c2e7e15db1f4_01,b9d753e0-6caf-4569-88d1-af4b76b255a9_01,bab3ce0b-d318-4791-aa17-d815ea23b62d_01,bb9bb553-f304-4d14-a655-5c3bf4720a9b_01,bd06627d-1e86-4212-b53b-082686abee7e_01,bfe41ba3-2bcf-4760-ae65-cd417e22393f_01,c1f7e0cd-24b0-4c45-8e60-1ff669a692ab_01,c7ff8f16-9b89-4efb-8c06-b866a8b26d7a_01,cd458290-f27b-479c-9b78-0af23e7f63d9_01,ce6eee0d-6f27-4516-95a4-b1b604de9776_01,cffd89d3-0d36-4b30-a676-e9d66e2c764b_01,d04d927b-bb66-435f-bb8f-dd71145c5eec_01,d2385e2f-82e3-4ac3-bde2-0bf2daa46860_01,d3189c8e-ffe0-41ff-9c7b-64da4c83b991_01,d3bf7bb0-086b-4aab-8048-abc0d91948ad_01,d542aa45-86cf-462e-abbe-76a3354e707e_01,d6b1516a-8271-4071-8c56-d4538de63892_01,d8e19e8a-7442-4b6b-8f4a-d02dca5c9894_01,d9816402-1073-4b19-ba16-1c7e7c00fbb3_01,dd240b82-b1d6-4c0f-aa3e-6fcfe1364ec1_01,e0df61c1-c93a-419a-b99c-1e97e0cabed1_01,e464f16e-151c-4754-a8ff-e35b31d4c76f_01,e687f26d-f092-4116-9f9f-a2a2b9fc9b0d_01,eddb3067-a0e5-461f-a8b8-95081ec67de0_01,eeaa0fa3-408c-4e0f-a18a-095514173ff1_01,f4ee567b-ea34-4bd0-96c9-398e2045d5fd_01,f6051ac0-3d70-4cbb-8c1c-99c9efeacb0f_01,faa4ad8d-97c1-41b3-bb5f-534e8f6d6aef_01,fac44b50-aa8c-498e-88af-4eb5c2f5f67a_01,fbc5debd-f117-4ade-81b0-45d49fdd50a1_01,fc9b7bf7-e649-4163-ad5a-b741785d3b79_01,fd15ff57-f121-40ea-a3b9-b66cbf34c1e0_01,ff0e9d4a-2b62-4a15-b71a-2887d8747ae6_01
MIMAT0015028,0.301486,0.0,0.0,0.192006,0.0,0.0,0.0,0.125717,0.0,0.0,0.0,0.0,0.147025,0.0,0.171614,0.0,0.178572,0.0,0.0,0.0,0.0,0.168749,0.156042,0.0,0.747536,0.133421,0.0,0.0,0.0,0.0,0.0,0.0,0.158097,0.0,0.0,0.0,0.151987,0.0,0.130102,0.0,0.190208,0.353562,0.0,0.0,0.156688,0.0,0.0,0.411176,0.652306,0.0,0.256786,0.0,0.0,0.0,0.0,0.52501,0.475379,0.0,0.0,0.0,0.0,0.108362,0.0,0.0,0.172355,0.0,0.0,0.097469,0.177992,0.202136,0.0,0.20028,0.367944,0.48753,0.708898,0.899896,0.0,0.192055,0.0,0.0,0.229182,0.0,0.0,0.0,0.0,0.422348,0.0,0.115696,0.350912,0.141294,0.0,0.0,0.242612,0.0,0.0,0.0,0.284958,0.196545,0.118302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328372,0.179185,0.0,0.369819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169069,0.0,0.0,0.242917,0.404208
MIMAT0015029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140705,0.0,0.0,0.170244,0.0,0.140869,0.0,0.378888,0.0,0.0,0.741516,0.0,0.0,0.0,0.149507,0.133421,0.0,0.46227,0.629668,0.0,0.178184,0.0,0.0,0.173002,0.199053,0.0,0.151988,0.0,0.0,0.0,0.0,0.530342,0.347294,0.195096,0.0,0.0,0.199988,0.0,0.0,0.175315,0.0,0.187719,0.0,0.0,0.0,0.52501,0.15846,0.246856,0.0,0.296052,0.087476,0.0,0.682668,0.0,0.172355,0.0,0.0,0.097469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197477,0.096027,0.187815,0.0,0.0,0.0,0.349915,0.147898,0.189056,0.211174,0.0,0.0,0.175456,0.282587,0.297415,0.0,0.121306,0.13708,0.172982,0.0,0.0,0.196545,0.0,0.463368,0.0,0.242533,0.0,0.187081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262242,0.0,0.0,0.0,0.0,0.0,0.2172,0.0,0.0,0.458,0.0,0.0,0.159297,0.0,0.202104
MIMAT0015031,0.602972,0.698186,0.999258,0.576018,0.918307,0.621312,0.123945,2.891484,1.185154,0.542656,0.703525,0.517419,0.88215,0.0,0.171614,0.281738,0.357143,2.84166,0.580539,0.164518,2.224548,0.168749,0.312084,1.088241,0.299014,1.867896,1.624904,1.155674,1.259336,0.236411,0.890919,0.854688,0.474291,1.730017,1.990527,0.271801,1.291892,0.0,0.130102,1.913767,0.380416,1.767807,0.868234,1.170573,0.0,0.15986,0.199988,0.411176,0.391384,0.35063,0.641965,0.938596,0.31496,1.329147,0.182629,0.875016,0.950758,0.74057,0.87342,1.48026,0.349904,0.758533,1.365337,0.099696,0.689419,0.447126,0.0,0.389876,0.88996,1.414955,0.831273,2.002796,0.367945,0.812549,0.607626,0.899896,0.789908,0.096027,2.06596,1.454064,0.572956,1.179515,1.049745,0.443694,0.567168,0.211174,0.124581,1.156962,0.526368,1.695523,2.081906,0.673684,0.242612,0.959558,1.72982,0.278066,0.569916,0.589635,0.591509,1.621788,0.990032,0.727598,0.638458,1.122488,0.473183,0.899165,1.477674,0.537555,1.315147,0.0,1.23493,0.786727,2.766227,0.206107,0.156601,0.372034,0.529594,1.086,0.603704,0.198716,0.458,1.183485,0.60266,0.318594,0.242917,0.0
MIMAT0015032,0.301486,0.418911,0.285502,0.192006,0.229577,0.0,0.0,0.502868,0.237031,0.135664,0.140705,0.172473,0.441075,0.0,0.171614,0.0,0.178572,0.0,0.387026,0.329036,0.370758,1.181244,0.156042,0.217648,0.0,0.133421,0.0,0.0,0.629668,0.236411,0.178184,0.569792,0.316194,0.173002,0.597158,0.1359,0.151988,0.186777,0.130102,0.0,0.190208,0.176781,0.173647,0.0,0.156688,0.15986,0.0,0.205588,0.260922,0.35063,0.513572,0.187719,0.0,0.189878,0.182629,0.700012,0.0,0.0,0.29114,0.0,0.174952,0.0,0.170667,0.0,0.172355,0.149042,0.116121,0.292407,0.0,0.202136,0.0,0.40056,0.122648,0.48753,0.0,0.0,0.0,0.0,0.0,0.484689,0.114591,0.196586,0.349915,0.147898,0.189056,1.267044,0.0,0.231392,0.175456,0.565175,0.59483,0.505263,0.727838,0.0,0.345964,0.185378,0.142479,0.0,0.473207,0.231684,0.123754,0.485065,0.425639,0.187081,0.157728,0.224791,0.0,0.179185,0.0,0.369819,0.740958,0.262242,0.172889,0.0,0.313202,0.372034,0.264797,0.2172,0.0,0.0,0.0,0.338138,0.150665,0.159297,0.0,0.202104
MIMAT0015033,0.0,0.0,0.285502,0.0,0.0,0.0,0.0,0.251433,0.0,0.0,0.140705,0.0,0.147025,0.0,0.0,0.281738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075994,0.0,0.0,0.0,0.0,0.0,0.173647,0.097548,0.0,0.0,0.0,0.0,0.0,0.0,0.128393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177992,0.0,0.0,0.0,0.122648,0.0,0.0,0.179979,0.197477,0.0,0.187815,0.0,0.0,0.196586,0.0,0.147898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164186,0.179185,0.0,0.0,0.246986,0.0,0.172889,0.0,0.0,0.0,0.0,0.0,0.150926,0.0,0.0,0.169069,0.0,0.0,0.0,0.0
MIMAT0015034,0.0,0.0,0.142751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199053,0.0,0.075994,0.0,0.0,0.239221,0.095104,0.176781,0.0,0.097548,0.0,0.0,0.0,0.205588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148026,0.0,0.0,0.0,0.099696,0.0,0.0,0.0,0.0,0.177992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114591,0.196586,0.0,0.0,0.0,0.211174,0.0,0.231392,0.0,0.0,0.0,0.0,0.0,0.411239,0.0,0.0,0.142479,0.0,0.0,0.231684,0.123754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172889,0.206107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150665,0.0,0.242917,0.0
MIMAT0015035,0.0,0.0,0.0,0.0,1.147883,0.0,0.123945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.035718,0.568332,0.387026,0.0,0.556137,0.337498,0.0,0.0,0.0,0.400263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59242,0.0,0.607948,0.0,0.0,0.478442,0.665727,1.060684,1.04188,1.170573,0.156688,0.0,0.0,0.0,0.130461,3.506298,0.0,0.0,0.629919,0.0,0.547888,0.350006,0.0,0.74057,0.0,1.184208,0.0,0.0,0.0,0.398784,0.0,0.0,0.580603,0.292406,0.0,0.0,1.662546,0.0,0.122648,0.487529,0.0,0.899897,0.0,0.0,0.0,0.0,0.0,0.0,0.69983,0.0,0.0,0.0,0.0,0.0,0.0,0.282588,0.0,0.0,0.606531,0.13708,0.86491,0.0,0.0,3.14472,0.0,0.0,0.0,0.0,1.489734,0.0,0.788638,0.0,0.656744,0.71674,0.0,1.109457,0.740958,0.262242,0.345778,0.618321,0.313202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903991,0.0,2.672091,0.0
MIMAT0015036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231684,0.0,0.0,0.0,0.0,0.0,0.224791,0.0,0.0,0.0,0.0,0.0,0.0,0.172889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169069,0.0,0.159297,0.0,0.0
MIMAT0015037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251433,0.0,0.135664,0.0,0.0,0.147025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158097,0.0,0.0,0.0,0.075994,0.0,0.0,0.0,0.0,0.353562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187719,0.0,0.189878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16251,0.0,0.0,0.0,0.0,0.187815,0.161563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231392,0.0,0.141294,0.0,0.168421,0.0,0.0,0.172982,0.0,0.0,0.0,0.0,0.231684,0.123754,0.0,0.0,0.0,0.0,0.0,0.328372,0.0,0.164393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264797,0.0,0.150926,0.198716,0.0,0.0,0.0,0.0,0.0,0.202104
MIMAT0015038,0.0,0.0,0.0,0.0,0.0,0.465984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170667,0.0,0.0,0.149042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187815,0.0,0.114591,0.0,0.0,0.0,0.0,0.211174,0.0,0.0,0.0,0.141294,0.297415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0.0,0.0,0.0,0.0,0.0
MIMAT0015039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251434,0.0,0.0,0.0,0.172473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189878,0.0,0.0,0.0,0.0,0.0,0.148026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378112,0.0,0.0,0.0,0.0,0.141294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169069,0.0,0.0,0.0,0.0
MIMAT0015040,0.0,0.279274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168421,0.0,0.0,0.0,0.092689,0.0,0.0,0.0,0.0,0.0,0.0,0.10641,0.187081,0.157728,0.0,0.0,0.0,0.0,0.184909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0.169069,0.0,0.0,0.0,0.0
MIMAT0015041,0.0,0.139637,0.0,0.0,0.0,0.0,0.0,0.0,0.474062,0.0,0.0,0.0,0.0,0.0,0.171614,0.0,0.0,0.189444,0.0,0.0,0.0,0.0,0.312084,0.0,0.0,0.0,0.0,0.0,0.314834,0.236411,0.178184,0.0,0.0,0.173002,0.0,0.0,0.0,0.186777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096027,0.187815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015045,0.452229,1.396373,0.285502,0.384012,0.0,0.77664,0.24789,0.251434,0.474061,0.135664,1.688457,1.03484,0.735125,0.510733,0.343229,0.0,0.178572,0.189444,1.548103,1.809701,0.370758,1.518743,0.0,0.217648,0.598029,0.133421,0.464258,0.0,1.574169,0.236411,2.138204,0.284896,0.0,0.173002,0.0,0.679501,0.151987,0.186777,2.08163,0.239221,0.285312,0.0,0.0,0.097548,0.470065,0.319721,0.599964,0.411176,0.260922,0.175315,0.89875,0.0,0.0,0.379756,0.182629,1.05002,0.950757,0.123428,0.87342,0.296052,0.0,0.0,0.341334,1.395746,0.689419,0.149042,0.348362,0.097469,0.177992,0.0,0.554182,0.0,2.33032,0.487529,0.810168,1.439834,0.197477,0.192054,0.939073,0.161563,0.114591,0.393171,0.0,0.443695,0.189056,0.633522,0.872064,1.041266,1.579104,0.0,0.0,2.357895,0.485224,0.0,0.86491,1.575709,0.427437,0.39309,0.709811,0.231684,0.247508,0.970131,1.064097,4.864116,0.0,0.899165,0.164186,0.537555,0.164393,1.109456,0.493972,0.786727,0.172889,0.412213,1.096208,0.372034,0.0,0.6516,0.150926,0.198716,1.374001,0.338138,0.0,3.823129,0.0,0.606313
MIMAT0015046,0.301486,0.0,0.0,0.0,0.0,0.155328,0.0,0.125717,0.0,0.0,0.140705,0.0,0.0,0.0,0.0,0.0,0.178572,0.0,0.0,0.164518,0.0,0.168749,0.0,0.0,0.0,0.0,0.0,0.0,0.944502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379968,0.0,0.130102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256786,0.0,0.0,0.0,0.0,0.175003,0.0,0.0,0.0,0.0,0.0,0.0,0.170667,0.0,0.34471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367945,0.0,0.303813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211174,0.124581,0.115696,0.175456,0.141294,0.0,0.505263,0.606531,0.0,0.0,0.092689,0.0,0.39309,0.0,0.0,0.123754,0.0,0.319229,0.748325,0.0,0.0,0.492558,0.0,0.0,0.184909,0.0,0.0,0.0,0.0,0.156601,0.186017,0.0,0.0,0.150926,0.0,0.0,0.0,0.0,0.0,0.0,0.404208
MIMAT0015048,0.0,0.0,0.0,0.192006,0.229577,0.0,0.0,0.0,0.237031,0.135664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189444,0.193513,0.0,0.370758,0.0,0.0,0.435296,0.0,0.0,0.0,0.462269,0.0,0.0,0.356367,0.284896,0.0,0.0,0.199053,0.1359,0.0,0.0,0.0,0.478441,0.0,0.0,0.0,0.195095,0.156688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.569634,0.182629,0.0,0.15846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149042,0.0,0.292407,0.0,0.0,0.0,0.0,0.0,0.0,0.202542,0.0,0.592431,0.0,0.37563,0.161563,0.114591,0.0,0.0,0.0,0.0,0.211174,0.124581,0.115696,0.0,0.0,0.297415,0.0,0.0,0.0,0.172982,0.0,0.142479,0.0,0.118302,0.0,0.123754,0.0,0.0,0.0,0.157728,0.224791,0.0,0.0,0.0,0.184909,0.0,0.0,0.0,0.0,0.313202,0.186017,0.264797,0.2172,0.0,0.0,0.229,0.169069,0.150665,0.0,0.0,0.0
MIMAT0015049,0.0,0.0,0.0,0.0,0.0,0.155328,0.0,0.125717,0.0,0.0,0.0,0.172473,0.29405,0.0,0.0,0.140869,0.0,0.0,0.193513,0.0,0.0,0.0,0.156042,0.217648,0.149507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186777,0.0,0.0,0.095104,0.0,0.0,0.0,0.313376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15748,0.0,0.0,0.0,0.15846,0.123428,0.0,0.0,0.174952,0.216724,0.170667,0.0,0.0,0.298084,0.0,0.0,0.0,0.0,0.0,0.20028,0.0,0.0,0.303813,0.0,0.0,0.480136,0.187815,0.161563,0.0,0.196586,0.0,0.0,0.0,0.0,0.0,0.231392,0.0,0.282587,0.0,0.0,0.242612,0.0,0.0,0.092689,0.0,0.0,0.118302,0.231684,0.123754,0.242533,0.10641,0.187081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
