,014d4b17-d683-438b-9287-33fcec82bf5a_01,01b18f83-da8a-4d3f-b722-f00fe7559c60_01,029cc59c-60df-4411-a044-3a2eeee7b110_01,15d19ccc-52b8-41f6-b1c1-2cc55691aed5_01,1a2ce30c-5891-4bf6-8c97-6d1f34d4fe48_01,1d00217f-28df-4d91-aeb9-0d9a83a907e6_01,1dbd7b0e-9234-47d9-bdca-5b17f5af619b_01,2112a42a-9b85-475a-a31b-4ce7751cdeb9_01,22e7816d-4be9-4f84-b487-baa6ca35452d_01,2bf47a88-df0a-4102-af2e-998c3d252b9c_01,31771082-c094-4749-a9c7-80b67762f4d1_01,339490ef-6cf5-4d05-81b1-5e339e95f678_01,367869f9-bbe7-4e57-a16f-f2b63f2de697_01,39af6e0f-908c-4b2b-97b8-a4d1966e47e1_01,39e494bc-7710-4f9f-98b0-0f509f7aef1a_01,3a161c85-2544-4283-a10d-e332c9dd1692_01,3eb7aded-8887-4c27-a464-1b50ec090133_01,411ddf79-fe92-44ad-8d10-eeb703f11be7_01,418152bd-7d33-4f0a-b890-2356b30d6f44_01,4464418c-ec35-4826-b3d5-152ac2a27a04_01,4480d290-5e8a-4289-8e3c-de087e0de412_01,4498044c-1607-403e-867e-befd7fad275a_01,4b9fd822-17aa-4a22-8e17-175a72931d5d_01,4e531546-56f1-4165-94a2-ee45abd5e0f7_01,5019e7f1-db46-4a07-9e7b-b6e5d1481b84_01,5383fb57-69c2-4b34-af7f-c67208efb2b5_01,56ed4ea2-18ce-48d4-bf72-9ffabe576ca9_01,5e54122f-1c4d-45cc-8842-cd1c1df0eed8_01,60d7b6cf-d605-4837-9061-612f6bbb7393_01,6103e640-8b62-4e39-908b-b62a0debeb0e_01,64422cc5-5e5b-4ef9-a9e2-214cebf8dfbc_01,64bd88bd-1d5a-4569-9f46-f668d448c336_01,6be5176c-4980-4663-adff-d04f05737da0_01,711eb720-4cb7-48de-9350-5c729bf9f0da_01,7289bc25-2551-4c6d-b2fa-c7e13859b9b3_01,73b3e4dd-c53d-4fe3-8607-ee462c9cbbd1_01,743fc661-9ba2-4fa8-966e-508fb4b965e0_01,78039723-94a9-4903-8bb4-c00852e8e889_01,7f1e74d4-8789-4954-8a63-b0ca5f0373c3_01,892e7630-b11e-47bd-987c-327d33258e11_01,8de236f1-c029-44df-a2a9-319145488baa_01,8e6d3005-445a-4b7f-95ec-a988a121c628_01,92fca97d-6123-46a7-9c34-7a6f877fe612_01,94f3d9b0-0ee4-4f6a-a8ff-ce7a4d8fab76_01,9752c320-79eb-49ea-aa1f-d7a79bead901_01,995fcbf5-90aa-4d4a-b57b-46a7129209e0_01,99d1bfcc-1989-4dd2-a5e9-78e08f6ce7cf_01,9b1ecfb2-9dfb-4e71-b51a-d2a0c5a7940e_01,9dc5cc23-c903-4fe2-8354-64f8316ff0d4_01,9e35ef82-55b0-460b-8ab9-8cd708efa3b1_01,9f57834a-4dc4-45ed-97de-ed4da9d0598d_01,a08e4c1d-5d92-43ec-b0b9-87b2286d685e_01,a18d3ba3-e2f4-4144-9c25-2019cad193f4_01,a6ff0b7a-1d04-4a64-af43-5011a4487cb2_01,a83802da-0219-4cf1-9560-16295363491d_01,a9f956a0-660f-4185-a843-d9911d2484de_01,a9fe64a9-6d22-4e9f-96f3-f16af7d298f8_01,af04ca52-8b71-497e-8135-6ddfca9ab221_01,b224e42d-8b6d-4578-963c-bf528b954900_01,b26cb5f2-4ff0-4476-8d02-7256ace7d8a3_01,b533e555-90cf-4657-80c6-15b67da8ad26_01,b5c516ba-4785-41dc-bd07-b129d47808dd_01,bbf07e1f-8c17-4c2e-89ed-38332d82e455_01,bcb87378-9f43-45e4-bdf2-f6dfa6ac5b8c_01,c510a423-6ab1-431e-9248-d2ac91fdedba_01,c9bfc2a7-0914-4080-a0a3-1c6a4e58e1ab_01,cba920f4-c57f-47bc-958d-9b7872df01c8_01,d8e15178-d8c5-4e4e-895c-57ffe5bc80c2_01,d9ccba9b-6bf0-44d9-8097-a97ab747f0bd_01,da6f0ed2-a6d5-4d87-823e-122ebd59aaba_01,df291bbf-fc62-4c40-9582-289ac78225fd_01,df685f8c-645a-47ae-a471-63bf1973a0ae_01,df941bc1-6356-4f2e-a3f5-ae190266b441_01,e00ce846-9a0e-48b5-be9f-84d443a0f78a_01,e21d8018-8fe9-4c92-8b36-28d7d3f7df2b_01,ebdabfcb-1c68-4ca1-8b7f-3ea9cdac3a6a_01,edbf6720-467e-4928-b1cb-0e7336358d18_01,eeab0529-31e6-4edb-bd2c-a21f2a169381_01,f78d8541-b317-4c8a-aa66-f172a8eaf14f_01,fa9089fa-9af9-4932-8ab7-0e7f2fd6b121_01
MIMAT0002847,0.0,0.0,0.0,0.276144,0.0,0.0,0.0,4.950537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.371636,0.0,0.0,0.0,0.161681,0.0,0.0,1.214743,1.27218,0.0,0.0,1.348508,0.0,0.0,0.0,1.189939,0.0,0.0,0.0,0.165575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.288657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.208402,0.0
MIMAT0002848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.475267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.156034,0.0,0.0,0.0,0.808406,0.0,0.0,1.214744,0.318045,0.0,0.0,2.119082,0.0,0.0,0.0,0.713964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.960563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192232,0.0,1.073882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.604201,0.0
MIMAT0002849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.650179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192644,0.0,0.0,0.0,0.237988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.644329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601575,0.0
MIMAT0002850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40105,0.0
MIMAT0002851,0.0,0.0,0.0,0.828432,0.0,0.0,0.0,2.47527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553881,0.0,1.940427,0.0,0.961323,0.0,0.485043,0.0,0.0,0.607371,1.90827,0.0,0.0,0.577932,0.0,0.0,0.0,0.713964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.940846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.288656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.540018,0.0,4.812603,0.0
MIMAT0002852,0.0,0.0,0.23187,0.0,0.0,0.0,0.0,16.089241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.270947,0.0,0.0,0.386832,3.880348,0.0,0.0,5.668805,7.315037,0.0,0.0,6.742534,0.0,0.0,0.0,6.187679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.606759,0.131343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.893456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142317,0.0,0.0,0.0,10.026258,0.0
MIMAT0002853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.475268,0.0,0.0,0.0,0.0,0.0,0.0,0.654672,0.0,0.0,0.0,1.94043,0.0,0.640881,0.0,0.646724,0.0,0.0,0.80983,1.27218,0.283982,0.0,0.192644,0.0,0.0,0.22015,1.189939,0.0,0.0,0.0,0.0,0.0,0.240688,0.0,0.0,0.0,0.0,0.0,0.0,1.372393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.436422,0.0,0.0,0.0,0.0,0.0,0.253902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.406303,0.0
MIMAT0002854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.293618,0.0,0.0,0.0,0.0,0.0,0.0,0.202457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.859105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.002625,0.0
MIMAT0002855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318045,0.0,0.0,0.0,0.0,0.0,0.0,0.951951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200525,0.0
MIMAT0002856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.237635,0.0,0.119084,0.0,0.0,0.0,0.0,0.0,0.0,0.184627,0.0,1.29362,0.0,0.0,0.0,0.0,0.0,0.0,0.607372,0.0,0.283982,0.0,0.192644,0.0,0.0,0.0,0.475976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.644328,0.0,0.0,0.0,0.0,0.0,0.126951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601575,0.0
MIMAT0002857,0.0,0.0,0.23187,0.0,0.0,0.0,0.0,16.089241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.270947,0.0,0.0,0.386832,3.880348,0.0,0.0,5.668805,7.315037,0.0,0.0,6.742534,0.0,0.0,0.0,6.187679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.606759,0.131343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.893456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142317,0.0,0.0,0.0,10.026258,0.0
MIMAT0002858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215603,0.0,0.0,0.0,0.323362,0.0,0.0,0.404914,0.0,0.0,0.0,0.385288,0.0,0.0,0.0,0.951952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.644328,0.0,0.0,0.275842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296005,0.0,0.0,0.0,0.0,0.0,0.8021,0.0
MIMAT0002859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.062725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.156033,0.0,0.320441,0.0,0.808406,0.0,0.0,0.809828,0.318045,0.0,0.0,0.385288,0.0,0.0,0.0,0.95195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.932987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.604201,0.0
MIMAT0002861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.537992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.018447,0.0,0.0,0.0,1.293449,0.0,0.0,1.012286,1.27218,0.0,0.0,0.963219,0.0,0.0,0.0,1.665914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165761,0.0,1.764506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.577316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.606826,0.0
MIMAT0002862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862414,0.0,0.0,0.0,0.323362,0.0,0.0,0.404915,0.63609,0.0,0.0,0.577931,0.0,0.0,0.0,0.237988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.176338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.644329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.002626,0.0
MIMAT0002863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.237635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862414,0.0,0.320441,0.0,0.161681,0.0,0.0,0.202457,0.63609,0.0,0.0,0.0,0.0,0.0,0.0,0.713964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.176337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.503434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601575,0.0
MIMAT0002864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200525,0.0
MIMAT0002866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862414,0.0,0.640882,0.0,0.161681,0.0,0.0,0.607371,0.954135,0.0,0.0,0.192644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.073882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40105,0.0
MIMAT0002867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215603,0.0,0.0,0.0,0.161681,0.0,0.0,0.202457,0.0,0.0,0.0,0.385288,0.0,0.0,0.0,0.237988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.644328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40105,0.0
MIMAT0002868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215603,0.0,0.640881,0.0,0.485044,0.0,0.0,1.012286,0.63609,0.0,0.0,0.192644,0.0,0.0,0.0,0.237988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192232,0.0,0.214776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40105,0.0
MIMAT0002869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.724827,0.0,0.0,0.0,0.323362,0.0,0.0,0.404914,1.590225,0.283982,0.0,0.577932,0.0,0.0,0.0,0.475976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.372394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381082,1.604202,0.0
MIMAT0002870,0.458565,0.0,0.0,0.276144,0.28182,0.636287,0.195011,0.0,0.0,0.119084,0.208053,0.3948,0.0,0.5429,0.0,0.091317,0.184627,0.0,0.0,0.0,0.640881,0.0,0.161681,0.0,0.0,0.202457,0.0,0.567964,0.46463,0.0,1.02605,0.196858,0.880599,0.0,0.0,0.564583,0.0,0.165575,0.0,0.0,0.0,0.0,0.0,1.001704,0.0,0.485655,0.196056,0.656716,0.280149,0.505645,0.0,0.258574,0.388247,0.246488,0.0,0.560931,0.0,0.0,0.214425,0.214776,0.0,0.465238,0.0,0.0,0.0,1.142559,0.26381,0.183611,0.170295,0.418712,0.0,0.434238,0.0,0.064447,0.42695,0.0,0.0,0.190541,0.0,1.074263
MIMAT0002871,1063.86979,1525.858374,856.989826,2134.31346,1351.325264,1270.241357,1189.373216,1052.813969,1869.808792,955.053424,730.059583,1315.672073,2272.986079,878.049877,458.598325,917.094409,1268.388868,1067.248313,1175.254329,1952.674639,542.185355,1523.344148,303.152199,1622.128361,1602.407519,299.636871,340.944364,1402.585884,785.224034,389.525801,763.381752,618.528654,1123.86414,436.231333,1920.464328,461.358213,933.682907,1460.202084,751.890975,2074.492552,2030.000617,2494.971036,2346.3515,2745.67176,1405.488016,1772.15411,513.863634,1096.191673,906.001756,1625.144331,1521.792681,823.946021,2563.594858,974.859953,1282.764811,424.063708,2622.692692,928.480119,2086.355835,1168.169098,3189.818383,900.080794,1169.0167,635.230115,1653.666735,814.137271,528.938058,996.457774,2657.957577,635.813289,2511.989414,1423.868622,1550.176491,464.536791,988.530571,2021.474072,1042.953146,1112.187034,1382.821608,541.372108
MIMAT0002872,6.419905,20.401235,9.506651,25.68135,36.354736,17.179755,23.986376,6.600714,42.655747,16.909924,6.449657,29.807424,20.872475,10.677029,9.165419,25.112115,17.539584,6.346575,20.482324,10.691777,10.894979,10.05763,4.527073,17.693764,16.509245,4.049148,6.360902,23.286505,4.878611,3.082302,12.483616,13.976936,7.705238,10.233468,8.349845,7.52777,14.386486,5.298386,11.096915,21.902635,26.24193,40.561812,17.931358,36.56221,7.459247,12.384195,10.194929,15.629859,16.808936,13.399602,14.858202,23.659521,22.518326,18.486598,26.06324,13.742805,23.521908,6.343653,22.943481,13.101363,22.173914,20.315399,12.412873,10.469136,11.618267,6.093652,6.067621,13.036392,21.627411,15.597003,13.071932,16.066829,25.456401,3.866843,14.943235,27.419897,15.300487,13.718942,16.042014,11.251493
MIMAT0002873,5.502775,4.234219,1.623088,4.418298,3.945476,3.817724,4.290245,2.887813,3.326367,6.430534,3.120802,6.909004,2.113669,5.067064,3.928037,4.291889,5.354187,1.023641,1.293619,3.207534,3.524848,1.160496,0.970086,4.798308,4.716927,1.214744,1.27218,6.531581,0.696945,1.155863,4.104201,5.118314,3.082097,0.713963,1.855522,3.952078,1.150919,4.30494,2.69925,8.424091,7.9663,7.552889,3.984746,11.770025,1.65761,7.770474,3.725069,5.516421,6.023201,4.045163,3.910053,6.593637,5.823705,6.531932,5.989688,3.926516,1.383642,2.114552,10.721252,1.073881,6.853754,6.358255,4.965149,2.771242,9.340175,2.031217,3.693334,2.386944,4.938544,3.035658,3.812647,11.724444,4.144065,0.708921,2.561698,1.651801,6.840217,7.050012,2.807353,2.88355
MIMAT0002874,0.458565,1.154787,0.23187,0.552287,2.254557,0.212096,4.680268,0.412545,0.782675,2.262596,1.768454,2.171401,0.528417,0.5429,1.309346,1.917653,0.738509,1.433097,0.64681,1.069178,5.127048,0.773664,2.748579,0.599789,0.336923,3.03686,1.27218,1.135927,2.323148,0.963219,0.855042,0.984291,0.880599,0.237988,2.474029,2.917011,0.863189,3.64264,0.299917,2.647571,4.920362,0.0,1.328249,7.011931,2.486416,0.0,1.372394,5.910452,1.961042,1.264114,0.0,2.844314,0.388247,3.204344,1.133184,0.560931,0.0,1.153392,2.573101,1.932988,0.806324,1.860952,3.861782,0.307916,1.139046,1.777315,0.527619,0.0,0.510884,9.735041,0.544664,4.125268,0.592009,0.193342,7.115827,0.33036,3.240103,5.525685,1.002626,0.508862
MIMAT0002875,0.458565,0.384929,0.0,0.828432,3.100018,1.060479,1.950111,1.237634,6.848401,5.358779,0.104027,6.514205,3.698922,2.352567,0.0,8.675094,3.87717,0.614184,1.29362,1.425571,0.640882,3.86832,0.808406,0.299894,2.358463,0.404914,0.0,0.567964,1.626204,0.0,2.565125,1.574866,0.4403,0.237988,0.927762,2.540621,0.863189,1.159023,2.099417,0.481376,2.108727,6.154208,2.324435,8.514487,2.817937,4.128065,0.588168,3.546271,3.78201,6.573391,1.564021,2.068592,5.435458,3.204344,1.942601,0.560931,0.691821,0.768928,3.645226,3.865975,1.209486,4.032064,5.516833,1.231663,0.683427,2.031217,0.527619,1.83611,5.108838,2.302914,2.723319,3.03967,0.592009,3.802394,2.5617,1.321441,2.880092,0.762164,3.208403,0.735021
MIMAT0002876,35.768037,35.028536,47.301386,61.580011,30.577434,68.931115,45.632618,77.145853,72.593039,34.058014,43.48317,124.559501,139.50211,46.50841,25.53224,50.132911,59.634586,47.496951,106.508096,128.6577,68.253832,110.633932,62.085572,90.568084,68.05852,88.676317,36.575187,97.689727,56.220182,31.208299,46.001275,36.418779,38.966494,65.684587,84.426211,35.756907,37.980323,71.362638,63.582325,65.226533,102.156081,170.919083,80.026989,87.398709,87.024555,102.958801,53.915489,58.316452,52.387856,52.839947,81.329106,31.02888,126.180271,33.522364,62.648911,37.862829,81.634857,29.988179,146.023465,75.601309,76.197631,32.876831,50.754855,16.627449,58.319146,29.198747,48.013332,45.719178,66.585176,38.207418,54.466379,43.423866,72.521145,19.140874,18.9281,47.241509,82.08261,61.354158,103.069942,16.84897
MIMAT0002877,22.469665,0.769858,119.412814,8.008166,0.14091,0.636287,0.0,4.537992,0.391338,0.119084,65.536838,0.5922,0.0,1.809668,6.874064,0.182634,2.769407,73.087981,2.156034,173.206769,28.519208,31.333387,25.707307,0.0,0.0,34.417748,152.661654,0.567964,18.817499,1.926438,70.455484,1.771724,1.981348,4.997742,3.401791,0.094097,1.150919,0.0,1.499583,0.0,1.640121,0.0,0.996186,0.250426,89.842494,0.0,0.196056,0.262687,10.505584,1.516937,153.665088,0.775722,0.776494,0.369732,91.140406,2.804653,2.767284,151.286514,0.0,2.362541,0.806324,0.155079,0.0,4.618735,0.683427,60.682615,15.828573,144.13476,222.915586,0.0,17.429242,0.434238,3.84806,0.064447,0.284633,0.66072,0.360011,2.09595,156.810687,57.840592
MIMAT0002878,206.812618,1.539716,412.495914,130.892042,1.831827,1.48467,1.170067,47.855182,2.348023,0.476336,166.234713,1.974001,2.377878,7.600597,17.34883,1.095801,17.908839,329.612464,15.307844,342.493219,59.601937,134.617512,49.474438,0.0,0.336923,73.492016,212.772181,2.555836,23.463795,5.201383,369.378265,6.89004,3.742545,34.508207,19.792226,0.188194,10.070541,0.33115,13.196332,1.44413,3.280241,1.398683,4.64887,1.752983,345.777567,0.485654,0.588169,2.495524,80.402751,2.781051,1058.451386,1.29287,7.376693,1.23244,597.511978,18.230252,47.735636,275.276094,0.42885,9.235388,2.418972,1.395714,0.275842,23.093677,1.594663,340.228891,38.252378,1178.600044,1244.853274,0.314034,106.754104,1.954074,41.73666,0.515579,0.42695,4.294681,0.360012,6.287849,668.751459,305.147286
MIMAT0002879,5.502776,0.0,7.419826,3.866011,0.0,0.0,0.0,4.537991,0.195669,0.0,46.812029,0.0,0.0,0.180967,0.654672,0.0,0.184627,7.779673,0.862413,35.639254,2.563524,6.576143,7.599015,0.0,0.0,11.135152,22.899248,0.0,0.929259,0.385288,11.115549,0.0,0.22015,4.521766,0.0,0.0,0.575459,0.0,0.599833,0.0,0.0,0.279737,0.0,0.250426,11.437512,0.0,0.0,0.262686,1.540818,0.0,13.685185,0.129287,0.388247,0.123244,14.569513,0.0,2.767283,9.227133,0.0,0.429552,0.0,0.0,0.0,0.0,0.0,29.325698,2.374286,21.115282,44.617177,0.209356,2.723319,0.0,0.296005,0.0,0.142317,0.33036,0.0,0.190541,40.907135,58.688695
MIMAT0002880,16326.274196,171.293385,71644.210105,6574.425519,84.264079,421.222131,104.135971,3255.802441,151.447469,44.656488,34910.95416,134.23211,275.305299,384.011098,4226.567867,43.192837,1081.546141,50808.430872,1638.586112,143858.198547,8788.081152,16745.95432,15305.548314,38.386473,105.457012,27435.197452,57085.917978,421.996888,5880.584617,1035.845814,30761.343331,921.493516,1265.200234,4376.116611,1771.404135,25.312128,1259.968396,26.160782,1465.092704,61.616208,231.959903,207.284845,469.535948,137.98478,52292.641201,75.276483,91.362248,275.821054,7854.116342,386.565913,84425.867348,92.052341,371.16412,103.278463,47966.565229,1206.562217,8154.49189,58685.325979,66.471767,909.578255,351.154172,80.331126,102.061393,2277.34461,178.830194,25448.232523,7102.015666,68093.117297,148291.145128,46.686324,11251.119966,223.63292,3423.294089,41.697461,76.281658,1124.215767,101.163215,949.465132,71926.174651,22157.63953
