,00397ce0-a931-46dd-9407-c1c6a14c39f1_01,04a1f2dc-1b1a-4328-b35d-cdc1b99e7b5b_01,0ab19ae8-c095-48d6-b1aa-0f5ae75c6e68_01,0ac27bc8-346e-4006-a701-d9676fb91cb7_01,0c5ae0f7-b2ac-4b1b-aabb-83994ebb9326_01,0c7b4b9c-d497-41fc-a2b9-014bb5e07985_01,0c8bd0eb-9c26-4fb0-a365-26354129f0da_01,10981cf9-c8e6-48c0-bc34-f06db6e1ac28_01,1c848577-c3a4-4830-abfa-549992172396_01,1f91f13c-bc22-4a5b-9c8f-54782d3909a0_01,24ea3cd5-c2e6-44f7-9658-78af7befeef7_01,28c6d24e-be1e-484d-948d-55ea51bd8ec0_01,2b3b0ca8-14c6-493e-921a-cd43ba7d080a_01,2b715eb2-055e-4bc5-bc98-128e8bf6954f_01,2b740646-7cd4-4c7f-890a-7b3db6ebc1b8_01,2d2d8421-18a7-4822-ba37-69fbf48da225_01,2dd1ecd8-a8d8-4a6a-8cf2-e847557ab04c_01,3210027d-a9c7-4ebb-8497-e3705bed7e40_01,340fef21-55d8-433f-b00a-51276b849356_01,36606c1f-9a12-465a-a2d9-2491fdc54a88_01,3d8b4046-822a-4a00-b79e-393bd3f5f5b5_01,4d9f1899-4a41-4e57-bdad-b12eb0d47629_01,500b86b2-3ac3-4745-af84-3dd28f38daeb_01,50921ca1-5d70-4162-8847-74e874114284_01,54d21956-25e4-42df-adbe-6907721fc4b5_01,554f4424-bb94-4958-a316-6d7d4eb4181b_01,5a197d56-e835-4f96-ad85-04ae9f6aff32_01,676ea428-80ef-4371-b90b-95e46708278c_01,6821f2b2-1b21-4046-b7d6-8979fe36add6_01,74f63637-cc7c-4539-a57e-783c8f62fb95_01,77c64e5d-da34-467a-a8d3-c79060700e4f_01,7a92421e-4860-41c7-afd2-fa715357f023_01,7d93f1b4-3460-4917-9f33-2a9c6df773f2_01,827d74a2-0331-434c-aef6-2d15b634ccb8_01,83b97927-a1be-441a-97a1-4363e1f2d530_01,880befcf-2bb1-4d37-b65b-5f2970bfb18b_01,894b5569-4e33-4e8d-a70c-63dd4c74c3cf_01,8ba34bcc-daad-4d69-9f02-e6a1c18de68b_01,92c1f122-2f48-47a7-b3b8-c1792a1f4f32_01,97408569-ef36-46d6-941a-aca9e0ab297e_01,98889636-e53c-44df-951e-01a70033e754_01,99826daa-eb83-40ba-950d-0bb7084d960d_01,9ad7575d-2ad4-4fda-8176-55145396f04a_01,a20fb646-2a9e-42ac-a2cc-ff3d6a0625fa_01,a3c28058-d305-4f85-b42b-a221e5234ec8_01,a48996be-7dae-451a-8129-9de8dfe7221a_01,a61ea4c7-2506-4d56-aeb5-edf83199d421_01,aaace369-0a47-4176-811b-61cd42bf647f_01,af5bde54-d20c-41a1-9537-69aed5562f08_01,b100c424-90c6-4e16-9d9e-40ad38606b5d_01,b106d71c-7809-4efa-a969-ee1f93a44720_01,b1f27fa2-133c-42c0-b69e-815af67e2a7e_01,bbabcd40-0a6c-430f-8325-ee1ed1d08afa_01,c328f661-c109-4e01-b819-299a75bd4348_01,c5ad9aef-27c6-4101-befb-6227cd1266ba_01,c5d4d4b4-2c9e-4865-8860-68327356d461_01,c61937ab-01ff-42e5-a534-3b33d6a9f582_01,c739fd61-22b2-412d-bcf3-89bda45a2c0f_01,c9c7366b-8826-4bd2-a3dc-5883e34c1502_01,c9ce1f62-2df1-4974-868b-d075781ce282_01,ca9031aa-87e5-4d5b-a526-3615efac3077_01,caa9b7d9-e900-4e18-a5f0-6dd4c202b40c_01,cb245767-f9d2-4cca-95f0-f3d247c05f01_01,cb94a8ae-2b0c-4d0b-ada3-4c82dd765567_01,ccf7073e-b224-497a-a476-c67aff5226bd_01,d3a6accc-5c45-4e70-baf5-2188af53e0db_01,d4d2b087-b7b4-4e53-a0b6-0190380c5a48_01,d4d3c554-bab2-47e7-a1c8-8890db28abf8_01,d940e476-fb0a-4cc3-8ab5-691156e7c09b_01,dc6720dd-5028-49d3-8508-a7936e7b3faa_01,de7c2f09-b840-4071-a1f1-558d1fb28576_01,e0df1fef-c650-4088-a974-26f712ed4f64_01,e23bc730-b369-4d6a-90ce-7223e234cd4d_01,e4469259-2504-4987-88a4-02cae33f46f2_01,e611ee05-92c8-41d6-a052-18dd749f8779_01,e656cf38-2f5d-4306-90d9-ecb504d86351_01,e6633347-a907-4a6c-9343-a207fdb05169_01,e90bfe17-2e5b-47ed-b986-b3d4181f2bf6_01,e93761b9-e0a2-48d5-8b21-a6670021cae4_01,e9c61bd8-8e3b-4e2d-b878-1ef285fc6292_01,eb5a5b41-b493-408c-902e-c625f5ba7d2f_01,ebe927e6-0a7e-4c97-ad73-f3c302cca7bc_01,ef8b1e2c-9623-44fe-b591-8c8e6a232da5_01,f15667dc-8376-40b6-84b2-8f5370c3d66a_01,f235c37f-ce8d-42ea-9b3f-065fc7e0c8b8_01,f544c652-8ee2-4bfe-a42c-41ab4b3697d1_01,f8970455-bfb2-4b1d-ab71-3c5d619898ad_01
MIMAT0018358,0.369611,0.115357,0.0,0.4281,0.686247,0.331134,0.0,0.296436,0.146513,0.368551,0.0,0.0,0.260397,0.509331,0.0,0.0,0.764576,0.184626,0.0,0.0,0.0,0.0,0.296559,0.731097,0.0,0.105256,0.577367,0.111117,0.134967,0.194899,0.0,0.227002,0.545586,0.0,0.316478,0.709386,0.0,0.445977,0.391968,0.580465,0.0,0.49606,0.194882,0.106919,0.5236,0.228308,0.522671,0.0,0.16093,0.0,0.0,1.299655,0.356046,0.965142,0.0,0.0,0.0,0.343223,0.0,0.213266,0.228494,0.318717,0.366434,0.0,0.0,0.382638,0.0,0.539873,0.591242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204022,0.0,0.0,1.228133,0.0,0.0,0.900078,0.27837,0.13562,0.172639
MIMAT0018359,0.0,0.0,0.168431,0.0,0.0,0.0,0.0,0.0,0.0,0.368551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.407656,0.0,0.0,0.0,0.0,0.0,0.183217,0.327729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.639184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018360,0.0,0.230714,0.168431,0.0,0.457498,0.165567,0.0,0.148218,0.0,0.0,0.297395,1.374711,0.0,0.0,0.0,0.414108,0.764576,0.184626,0.0,0.0,0.0,0.193247,0.444839,0.146219,0.0,0.0,0.0,0.111117,0.0,0.097449,0.0,0.0,0.0,0.0,0.0,0.709386,0.207942,0.0,0.0,0.580466,0.0,0.24803,0.194882,0.0,0.1309,0.0,0.261335,0.580221,0.32186,0.0,0.0,0.185665,0.0,0.0,0.0,0.122141,0.203828,0.171611,0.241874,0.213266,0.0,0.0,0.183217,0.0,0.0,0.127546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275849,0.0,0.0,0.560709,0.0,0.0,0.159678,0.614066,0.0,0.0,0.0,0.0,0.13562,0.08632
MIMAT0018443,0.0,0.0,0.0,0.0,0.0,0.0,0.389978,0.0,0.0,0.0,0.0,0.0,0.0,0.169777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236462,0.0,0.0,0.195984,0.0,0.0,0.0,0.194882,0.0,0.1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106239,0.183217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297395,0.0,0.520794,0.0,0.0,0.414108,0.0,0.0,0.0,0.210421,0.0,0.579741,0.296559,0.584877,0.0,0.0,0.577368,0.0,0.0,0.0,0.0,0.0,0.363724,0.0,0.158239,0.709386,0.0,0.148659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185665,0.0,0.965142,0.0,0.0,0.0,0.0,0.0,0.0,0.685482,0.106239,0.0,0.983188,0.0,0.127546,0.105541,0.134968,0.591242,0.0,1.596935,0.0,0.0,1.655094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156382,0.0,0.300026,0.0,0.0,0.17264
MIMAT0018926,2.464076,0.346071,0.673722,1.070248,0.228749,0.165567,0.389978,0.296436,1.025591,0.0,0.0,0.458237,1.822781,1.358217,0.0,0.207054,1.019435,0.369253,1.669035,0.0,1.420579,1.739225,3.70699,0.584877,0.177706,0.315768,1.7321,1.000054,1.079736,0.487246,0.0,2.724024,0.363724,2.178612,0.316478,3.310466,2.495306,0.0,1.175902,0.580466,1.093484,0.992121,1.94882,0.213838,2.617998,0.456616,0.784006,0.580222,0.0,1.155807,2.291362,0.185665,0.0,2.251997,0.0,0.488565,1.222969,1.544501,0.0,0.213266,6.854828,1.381104,2.198602,0.0,1.01392,4.974288,0.949872,1.349684,0.295621,1.421791,0.532312,4.036644,3.006609,1.379245,1.917552,1.526157,4.205322,2.24424,0.414528,0.319356,1.842199,1.251054,0.502061,1.50013,1.39185,1.49182,0.0
MIMAT0018927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261335,0.0,0.16093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08632
MIMAT0018932,0.0,0.115357,0.0,0.21405,0.0,0.331134,0.0,0.0,0.0,0.0,0.0,0.0,0.781192,0.169777,0.0,0.0,0.0,0.0,0.238434,0.0,0.0,0.386494,1.037957,0.146219,0.0,0.105256,0.144342,0.111117,0.0,0.194898,0.0,0.0,0.0,0.363102,0.0,0.472924,0.207942,0.0,0.0,0.290233,0.0,0.0,0.0,0.0,0.2618,0.0,0.0,0.580222,0.0,0.0,0.0,0.0,0.0,0.321714,0.0,0.0,0.0,0.343222,0.0,0.213266,0.456989,0.106239,0.549651,0.0,0.0,0.382638,0.0,0.0,0.0,0.236965,0.0,0.25229,0.0,0.275849,0.639184,0.0,0.560709,0.0,0.0,0.159678,0.0,0.156382,0.0,0.0,0.0,0.27124,0.0
MIMAT0018933,0.123204,0.0,0.336861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156382,0.0,0.0,0.0,0.0,0.0
MIMAT0018934,0.0,0.115357,0.0,0.21405,0.228749,0.165567,0.0,0.0,0.0,0.0,0.0,0.458237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194898,0.0,0.227002,0.545587,0.0,0.0,0.0,0.207942,0.445977,0.195984,0.870698,0.364495,0.496061,0.194882,0.0,0.0,0.0,0.0,0.0,0.482791,0.0,0.269572,0.0,0.0,0.321714,0.398486,0.244283,0.0,0.0,0.0,0.0,0.0,0.318717,0.0,0.0,0.0,0.0,0.105541,0.269936,0.0,0.710895,0.177437,0.0,0.0,0.0,1.917552,0.0,0.0,0.0,0.0,0.0,0.614066,0.0,0.125515,0.0,0.0,0.13562,0.08632
MIMAT0018935,0.0,0.115357,0.0,0.0,0.0,0.0,0.389978,0.0,0.0,0.0,0.0,0.0,0.0,0.169777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207054,0.0,0.0,0.0,0.0,0.0,0.386494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227002,0.0,0.0,0.0,0.0,0.415884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.897149,0.0,0.280355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018937,0.369611,0.0,0.0,0.0,0.0,0.0,0.389978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146219,0.0,0.0,0.144342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508719,0.0,0.204022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171611,0.0,0.0,0.0,0.0,0.183217,0.0,0.0,0.0,0.105541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125515,0.0,0.0,0.0,0.0
MIMAT0018941,0.0,0.0,0.0,0.21405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125515,0.0,0.0,0.0,0.0
MIMAT0018942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744091,0.0,0.0,0.0,0.228308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018950,0.123204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207054,0.0,0.0,0.0,0.0,0.0,0.579741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363102,0.0,0.0,0.0,0.148659,0.783936,0.0,0.182247,0.0,0.0,0.0,0.1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.407656,0.0,0.0,0.0,0.228494,0.106239,0.0,0.0,0.0,0.0,0.0,0.134968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207264,0.0,0.0,0.0,0.0,0.0,0.139185,0.27124,0.0
MIMAT0018951,0.246408,0.0,0.168431,0.0,0.228749,0.0,0.0,0.0,0.0,0.0,0.0,0.458237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355412,0.0,0.288684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148659,0.195984,0.580466,0.182247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178023,0.0,0.0,0.0,0.0,0.0,0.0,0.426532,0.228494,0.318717,0.0,0.0,0.337974,0.127546,0.0,0.0,0.295621,0.947861,0.354875,0.0,0.0,0.0,0.639184,0.0,0.0,0.0,0.207264,0.0,0.307033,0.0,0.0,0.0,0.0,0.0,0.08632
MIMAT0018952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018960,0.246408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439539,0.0,0.0,0.458237,0.520794,0.0,0.0,0.207054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105256,0.577367,0.111117,0.0,0.097449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391968,0.0,0.0,0.0,0.194882,0.0,0.1309,0.0,0.0,0.0,0.16093,0.0,0.0,0.185665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685482,0.106239,0.0,0.655458,0.337973,0.0,0.0,0.0,0.0,0.0,0.0,0.25229,0.0,0.0,0.0,0.0,0.0,0.204022,0.0,0.0,0.0,0.156382,0.0,0.0,0.0,0.40686,0.08632
MIMAT0018961,0.98563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260397,0.0,0.0,0.0,0.0,0.0,0.238434,0.0,0.0,0.579741,0.29656,0.0,0.0,0.0,0.144342,0.222234,0.134967,0.0,0.0,0.0,0.363725,0.726204,0.158239,0.472924,0.0,0.148659,0.0,0.0,0.182247,0.0,0.0,0.0,0.0,0.0,0.261335,0.0,0.32186,0.577904,0.0,0.0,0.178023,0.321714,0.398486,0.244283,0.407656,0.0,0.241874,0.0,0.0,0.106239,0.0,0.327729,0.337974,0.0,0.316624,0.134968,0.295621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319357,0.614066,0.156382,0.0,0.0,0.0,0.6781,0.08632
MIMAT0018962,0.492816,0.461428,0.673724,0.0,0.0,0.331134,1.559912,0.296436,0.879078,1.842755,1.78437,1.832948,0.260397,0.169777,0.0,0.621162,0.254859,0.738504,1.192169,0.210421,0.0,0.193247,0.7414,1.75463,0.355412,0.736792,1.154735,1.11117,1.079736,0.097449,1.314292,0.908008,1.454896,2.178612,0.474716,2.364619,1.663536,0.743295,1.371886,0.290233,0.0,0.992121,1.169292,0.855352,0.7854,0.913232,1.306676,0.290111,0.16093,0.0,0.943502,0.37133,0.178023,0.321714,0.796972,0.854987,0.815312,0.686444,1.934992,0.426532,1.370965,0.531195,0.183217,1.310916,0.675948,1.403006,0.738787,0.404905,0.886863,0.236965,1.064623,0.25229,0.644274,0.0,1.278368,0.508719,0.280355,0.612066,1.243583,0.638712,1.842198,0.469146,0.75309,0.900078,0.974295,0.94934,0.08632
MIMAT0018965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.280355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08632
MIMAT0018967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
